HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals,HomeFifaRank,HomeFifaPoints,HomeGoalsScoredLast4Y,HomeGoalsReceivedLast4Y,HomeWinsLast4Y,HomeLossesLast4Y,HomeDrawsLast4Y,HomeIsHost,HomeSquadMarketValueEur,HomeSquadAvgAge,HomeWorldCupTitlesBefore,AwayFifaRank,AwayFifaPoints,AwayGoalsScoredLast4Y,AwayGoalsReceivedLast4Y,AwayWinsLast4Y,AwayLossesLast4Y,AwayDrawsLast4Y,AwayIsHost,AwaySquadMarketValueEur,AwaySquadAvgAge,AwayWorldCupTitlesBefore,SameContinent,DiffFifaRank,DiffFifaPoints,DiffGoalsScoredLast4Y,DiffGoalsReceivedLast4Y,DiffWinsLast4Y,DiffLossesLast4Y,DiffDrawsLast4Y,DiffSquadMarketValueEur,DiffSquadAvgAge,DiffWorldCupTitlesBefore,DiffIsHost
Germany,Belgium,1994,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Switzerland,1994,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Sweden,1994,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Argentina,1994,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Republic of Ireland,1994,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,United States,1994,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Italy,1994,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Bulgaria,1994,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Spain,1994,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Brazil,1994,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Germany,1994,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Sweden,1994,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Italy,1994,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Brazil,1994,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Bulgaria,1994,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Italy,1994,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Norway,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Chile,1998,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Paraguay,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Denmark,1998,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Mexico,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,FR Yugoslavia,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Croatia,1998,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,England,1998,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,France,1998,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Denmark,1998,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Argentina,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Croatia,1998,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Netherlands,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Croatia,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Croatia,1998,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,France,1998,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Scotland,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Norway,1998,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,Norway,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Morocco,1998,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,Morocco,1998,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Norway,1998,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Chile,1998,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,Austria,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,Austria,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Cameroon,1998,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Austria,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,Cameroon,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Denmark,1998,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,South Africa,1998,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Denmark,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Saudi Arabia,1998,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Denmark,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Saudi Arabia,1998,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,Bulgaria,1998,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Nigeria,1998,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Bulgaria,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Paraguay,1998,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Paraguay,1998,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Bulgaria,1998,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,Mexico,1998,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Belgium,1998,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Mexico,1998,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,South Korea,1998,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Mexico,1998,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,South Korea,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR Yugoslavia,Iran,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,United States,1998,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,FR Yugoslavia,1998,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Iran,1998,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Iran,1998,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,FR Yugoslavia,1998,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,Tunisia,1998,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Colombia,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,Tunisia,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,England,1998,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,England,1998,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Tunisia,1998,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,Japan,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,Croatia,1998,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Croatia,1998,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,Jamaica,1998,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,Croatia,1998,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Jamaica,1998,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Paraguay,2002,1,0,1,11.0,695.0,100.0,58.0,24.0,13.0,10.0,0.0,,28.15,3.0,18.0,671.0,66.0,58.0,21.0,14.0,14.0,0.0,,28.2,0.0,0.0,-7.0,24.0,34.0,0.0,3.0,-1.0,-4.0,,-0.05000000000000071,3.0,0.0
Denmark,England,2002,0,3,3,20.0,657.0,62.0,38.0,20.0,10.0,11.0,0.0,,27.96,0.0,12.0,694.0,65.0,34.0,17.0,9.0,14.0,0.0,,27.16,1.0,1.0,8.0,-37.0,-3.0,4.0,3.0,1.0,-3.0,,0.8000000000000007,-1.0,0.0
Sweden,Senegal,2002,1,2,3,19.0,665.0,64.0,29.0,24.0,8.0,16.0,0.0,,27.22,0.0,42.0,599.0,79.0,46.0,26.0,12.0,21.0,0.0,,25.23,0.0,0.0,-23.0,66.0,-15.0,-17.0,-2.0,-4.0,-5.0,,1.9899999999999984,0.0,0.0
Spain,Republic of Ireland,2002,1,1,2,8.0,713.0,97.0,35.0,25.0,8.0,7.0,0.0,,27.11,0.0,15.0,674.0,66.0,28.0,21.0,7.0,9.0,0.0,,27.48,0.0,1.0,-7.0,39.0,31.0,7.0,4.0,1.0,-2.0,,-0.370000000000001,0.0,0.0
Mexico,United States,2002,0,2,2,7.0,716.0,132.0,90.0,41.0,25.0,16.0,0.0,,28.99,0.0,13.0,690.0,91.0,46.0,30.0,16.0,13.0,0.0,,28.76,0.0,1.0,-6.0,26.0,41.0,44.0,11.0,9.0,3.0,,0.22999999999999687,0.0,0.0
Brazil,Belgium,2002,2,0,2,2.0,784.0,144.0,53.0,38.0,13.0,12.0,0.0,,26.7,4.0,23.0,653.0,66.0,43.0,17.0,11.0,12.0,0.0,,29.45,0.0,0.0,-21.0,131.0,78.0,10.0,21.0,2.0,0.0,,-2.75,4.0,0.0
Japan,Turkey,2002,0,1,1,32.0,634.0,86.0,49.0,24.0,13.0,15.0,1.0,,25.8,0.0,22.0,654.0,46.0,33.0,15.0,10.0,11.0,0.0,,28.04,0.0,0.0,10.0,-20.0,40.0,16.0,9.0,3.0,4.0,,-2.2399999999999984,0.0,1.0
South Korea,Italy,2002,2,1,3,40.0,603.0,95.0,60.0,28.0,14.0,23.0,1.0,,27.13,0.0,6.0,717.0,53.0,26.0,21.0,7.0,11.0,0.0,,28.15,3.0,0.0,34.0,-114.0,42.0,34.0,7.0,7.0,12.0,,-1.0199999999999996,-3.0,1.0
England,Brazil,2002,1,2,3,12.0,694.0,65.0,34.0,17.0,9.0,14.0,0.0,,27.16,1.0,2.0,784.0,144.0,53.0,38.0,13.0,12.0,0.0,,26.7,4.0,0.0,10.0,-90.0,-79.0,-19.0,-21.0,-4.0,2.0,,0.46000000000000085,-3.0,0.0
Germany,United States,2002,1,0,1,11.0,695.0,100.0,58.0,24.0,13.0,10.0,0.0,,28.15,3.0,13.0,690.0,91.0,46.0,30.0,16.0,13.0,0.0,,28.76,0.0,0.0,-2.0,5.0,9.0,12.0,-6.0,-3.0,-3.0,,-0.610000000000003,3.0,0.0
Spain,South Korea,2002,0,0,0,8.0,713.0,97.0,35.0,25.0,8.0,7.0,0.0,,27.11,0.0,40.0,603.0,95.0,60.0,28.0,14.0,23.0,1.0,,27.13,0.0,0.0,-32.0,110.0,2.0,-25.0,-3.0,-6.0,-16.0,,-0.019999999999999574,0.0,-1.0
Senegal,Turkey,2002,0,1,1,42.0,599.0,79.0,46.0,26.0,12.0,21.0,0.0,,25.23,0.0,22.0,654.0,46.0,33.0,15.0,10.0,11.0,0.0,,28.04,0.0,0.0,20.0,-55.0,33.0,13.0,11.0,2.0,10.0,,-2.8099999999999987,0.0,0.0
Germany,South Korea,2002,1,0,1,11.0,695.0,100.0,58.0,24.0,13.0,10.0,0.0,,28.15,3.0,40.0,603.0,95.0,60.0,28.0,14.0,23.0,1.0,,27.13,0.0,0.0,-29.0,92.0,5.0,-2.0,-4.0,-1.0,-13.0,,1.0199999999999996,3.0,-1.0
Brazil,Turkey,2002,1,0,1,2.0,784.0,144.0,53.0,38.0,13.0,12.0,0.0,,26.7,4.0,22.0,654.0,46.0,33.0,15.0,10.0,11.0,0.0,,28.04,0.0,0.0,-20.0,130.0,98.0,20.0,23.0,3.0,1.0,,-1.3399999999999999,4.0,0.0
South Korea,Turkey,2002,2,3,5,40.0,603.0,95.0,60.0,28.0,14.0,23.0,1.0,,27.13,0.0,22.0,654.0,46.0,33.0,15.0,10.0,11.0,0.0,,28.04,0.0,0.0,18.0,-51.0,49.0,27.0,13.0,4.0,12.0,,-0.9100000000000001,0.0,1.0
Germany,Brazil,2002,0,2,2,11.0,695.0,100.0,58.0,24.0,13.0,10.0,0.0,,28.15,3.0,2.0,784.0,144.0,53.0,38.0,13.0,12.0,0.0,,26.7,4.0,0.0,9.0,-89.0,-44.0,5.0,-14.0,0.0,-2.0,,1.4499999999999993,-1.0,0.0
France,Senegal,2002,0,1,1,1.0,802.0,101.0,39.0,33.0,6.0,10.0,0.0,,28.84,1.0,42.0,599.0,79.0,46.0,26.0,12.0,21.0,0.0,,25.23,0.0,0.0,-41.0,203.0,22.0,-7.0,7.0,-6.0,-11.0,,3.6099999999999994,1.0,0.0
Uruguay,Denmark,2002,1,2,3,24.0,652.0,56.0,50.0,18.0,15.0,12.0,0.0,,25.76,2.0,20.0,657.0,62.0,38.0,20.0,10.0,11.0,0.0,,27.96,0.0,0.0,4.0,-5.0,-6.0,12.0,-2.0,5.0,1.0,,-2.1999999999999993,2.0,0.0
Denmark,Senegal,2002,1,1,2,20.0,657.0,62.0,38.0,20.0,10.0,11.0,0.0,,27.96,0.0,42.0,599.0,79.0,46.0,26.0,12.0,21.0,0.0,,25.23,0.0,0.0,-22.0,58.0,-17.0,-8.0,-6.0,-2.0,-10.0,,2.7300000000000004,0.0,0.0
France,Uruguay,2002,0,0,0,1.0,802.0,101.0,39.0,33.0,6.0,10.0,0.0,,28.84,1.0,24.0,652.0,56.0,50.0,18.0,15.0,12.0,0.0,,25.76,2.0,0.0,-23.0,150.0,45.0,-11.0,15.0,-9.0,-2.0,,3.0799999999999983,-1.0,0.0
Denmark,France,2002,2,0,2,20.0,657.0,62.0,38.0,20.0,10.0,11.0,0.0,,27.96,0.0,1.0,802.0,101.0,39.0,33.0,6.0,10.0,0.0,,28.84,1.0,1.0,19.0,-145.0,-39.0,-1.0,-13.0,4.0,1.0,,-0.879999999999999,-1.0,0.0
Senegal,Uruguay,2002,3,3,6,42.0,599.0,79.0,46.0,26.0,12.0,21.0,0.0,,25.23,0.0,24.0,652.0,56.0,50.0,18.0,15.0,12.0,0.0,,25.76,2.0,0.0,18.0,-53.0,23.0,-4.0,8.0,-3.0,9.0,,-0.5300000000000011,-2.0,0.0
Paraguay,South Africa,2002,2,2,4,18.0,671.0,66.0,58.0,21.0,14.0,14.0,0.0,,28.2,0.0,37.0,623.0,72.0,50.0,30.0,14.0,17.0,0.0,,26.77,0.0,0.0,-19.0,48.0,-6.0,8.0,-9.0,0.0,-3.0,,1.4299999999999997,0.0,0.0
Spain,Slovenia,2002,3,1,4,8.0,713.0,97.0,35.0,25.0,8.0,7.0,0.0,,27.11,0.0,25.0,649.0,64.0,53.0,18.0,10.0,16.0,0.0,,28.57,0.0,1.0,-17.0,64.0,33.0,-18.0,7.0,-2.0,-9.0,,-1.4600000000000009,0.0,0.0
Spain,Paraguay,2002,3,1,4,8.0,713.0,97.0,35.0,25.0,8.0,7.0,0.0,,27.11,0.0,18.0,671.0,66.0,58.0,21.0,14.0,14.0,0.0,,28.2,0.0,0.0,-10.0,42.0,31.0,-23.0,4.0,-6.0,-7.0,,-1.0899999999999999,0.0,0.0
South Africa,Slovenia,2002,1,0,1,37.0,623.0,72.0,50.0,30.0,14.0,17.0,0.0,,26.77,0.0,25.0,649.0,64.0,53.0,18.0,10.0,16.0,0.0,,28.57,0.0,0.0,12.0,-26.0,8.0,-3.0,12.0,4.0,1.0,,-1.8000000000000007,0.0,0.0
South Africa,Spain,2002,2,3,5,37.0,623.0,72.0,50.0,30.0,14.0,17.0,0.0,,26.77,0.0,8.0,713.0,97.0,35.0,25.0,8.0,7.0,0.0,,27.11,0.0,0.0,29.0,-90.0,-25.0,15.0,5.0,6.0,10.0,,-0.33999999999999986,0.0,0.0
Slovenia,Paraguay,2002,1,3,4,25.0,649.0,64.0,53.0,18.0,10.0,16.0,0.0,,28.57,0.0,18.0,671.0,66.0,58.0,21.0,14.0,14.0,0.0,,28.2,0.0,0.0,7.0,-22.0,-2.0,-5.0,-3.0,-4.0,2.0,,0.370000000000001,0.0,0.0
Brazil,Turkey,2002,2,1,3,2.0,784.0,144.0,53.0,38.0,13.0,12.0,0.0,,26.7,4.0,22.0,654.0,46.0,33.0,15.0,10.0,11.0,0.0,,28.04,0.0,0.0,-20.0,130.0,98.0,20.0,23.0,3.0,1.0,,-1.3399999999999999,4.0,0.0
China,Costa Rica,2002,0,2,2,50.0,566.0,126.0,47.0,29.0,14.0,12.0,0.0,,26.65,0.0,29.0,643.0,103.0,61.0,27.0,16.0,13.0,0.0,,27.49,0.0,0.0,21.0,-77.0,23.0,-14.0,2.0,-2.0,-1.0,,-0.8399999999999999,0.0,0.0
Brazil,China,2002,4,0,4,2.0,784.0,144.0,53.0,38.0,13.0,12.0,0.0,,26.7,4.0,50.0,566.0,126.0,47.0,29.0,14.0,12.0,0.0,,26.65,0.0,0.0,-48.0,218.0,18.0,6.0,9.0,-1.0,0.0,,0.05000000000000071,4.0,0.0
Costa Rica,Turkey,2002,1,1,2,29.0,643.0,103.0,61.0,27.0,16.0,13.0,0.0,,27.49,0.0,22.0,654.0,46.0,33.0,15.0,10.0,11.0,0.0,,28.04,0.0,0.0,7.0,-11.0,57.0,28.0,12.0,6.0,2.0,,-0.5500000000000007,0.0,0.0
Costa Rica,Brazil,2002,2,5,7,29.0,643.0,103.0,61.0,27.0,16.0,13.0,0.0,,27.49,0.0,2.0,784.0,144.0,53.0,38.0,13.0,12.0,0.0,,26.7,4.0,0.0,27.0,-141.0,-41.0,8.0,-11.0,3.0,1.0,,0.7899999999999991,-4.0,0.0
Turkey,China,2002,3,0,3,22.0,654.0,46.0,33.0,15.0,10.0,11.0,0.0,,28.04,0.0,50.0,566.0,126.0,47.0,29.0,14.0,12.0,0.0,,26.65,0.0,0.0,-28.0,88.0,-80.0,-14.0,-14.0,-4.0,-1.0,,1.3900000000000006,0.0,0.0
South Korea,Poland,2002,2,0,2,40.0,603.0,95.0,60.0,28.0,14.0,23.0,1.0,,27.13,0.0,38.0,615.0,63.0,41.0,21.0,10.0,12.0,0.0,,28.78,0.0,0.0,2.0,-12.0,32.0,19.0,7.0,4.0,11.0,,-1.6500000000000021,0.0,1.0
United States,Portugal,2002,3,2,5,13.0,690.0,91.0,46.0,30.0,16.0,13.0,0.0,,28.76,0.0,5.0,726.0,109.0,33.0,28.0,5.0,9.0,0.0,,28.29,0.0,0.0,8.0,-36.0,-18.0,13.0,2.0,11.0,4.0,,0.4700000000000024,0.0,0.0
South Korea,United States,2002,1,1,2,40.0,603.0,95.0,60.0,28.0,14.0,23.0,1.0,,27.13,0.0,13.0,690.0,91.0,46.0,30.0,16.0,13.0,0.0,,28.76,0.0,0.0,27.0,-87.0,4.0,14.0,-2.0,-2.0,10.0,,-1.6300000000000026,0.0,1.0
Portugal,Poland,2002,4,0,4,5.0,726.0,109.0,33.0,28.0,5.0,9.0,0.0,,28.29,0.0,38.0,615.0,63.0,41.0,21.0,10.0,12.0,0.0,,28.78,0.0,1.0,-33.0,111.0,46.0,-8.0,7.0,-5.0,-3.0,,-0.490000000000002,0.0,0.0
Portugal,South Korea,2002,0,1,1,5.0,726.0,109.0,33.0,28.0,5.0,9.0,0.0,,28.29,0.0,40.0,603.0,95.0,60.0,28.0,14.0,23.0,1.0,,27.13,0.0,0.0,-35.0,123.0,14.0,-27.0,0.0,-9.0,-14.0,,1.1600000000000001,0.0,-1.0
Poland,United States,2002,3,1,4,38.0,615.0,63.0,41.0,21.0,10.0,12.0,0.0,,28.78,0.0,13.0,690.0,91.0,46.0,30.0,16.0,13.0,0.0,,28.76,0.0,0.0,25.0,-75.0,-28.0,-5.0,-9.0,-6.0,-1.0,,0.019999999999999574,0.0,0.0
Republic of Ireland,Cameroon,2002,1,1,2,15.0,674.0,66.0,28.0,21.0,7.0,9.0,0.0,,27.48,0.0,17.0,672.0,65.0,25.0,23.0,5.0,13.0,0.0,,25.4,0.0,0.0,-2.0,2.0,1.0,3.0,-2.0,2.0,-4.0,,2.080000000000002,0.0,0.0
Germany,Saudi Arabia,2002,8,0,8,11.0,695.0,100.0,58.0,24.0,13.0,10.0,0.0,,28.15,3.0,34.0,627.0,156.0,73.0,48.0,17.0,13.0,0.0,,26.3,0.0,0.0,-23.0,68.0,-56.0,-15.0,-24.0,-4.0,-3.0,,1.8499999999999979,3.0,0.0
Germany,Republic of Ireland,2002,1,1,2,11.0,695.0,100.0,58.0,24.0,13.0,10.0,0.0,,28.15,3.0,15.0,674.0,66.0,28.0,21.0,7.0,9.0,0.0,,27.48,0.0,1.0,-4.0,21.0,34.0,30.0,3.0,6.0,1.0,,0.6699999999999982,3.0,0.0
Cameroon,Saudi Arabia,2002,1,0,1,17.0,672.0,65.0,25.0,23.0,5.0,13.0,0.0,,25.4,0.0,34.0,627.0,156.0,73.0,48.0,17.0,13.0,0.0,,26.3,0.0,0.0,-17.0,45.0,-91.0,-48.0,-25.0,-12.0,0.0,,-0.9000000000000021,0.0,0.0
Cameroon,Germany,2002,0,2,2,17.0,672.0,65.0,25.0,23.0,5.0,13.0,0.0,,25.4,0.0,11.0,695.0,100.0,58.0,24.0,13.0,10.0,0.0,,28.15,3.0,0.0,6.0,-23.0,-35.0,-33.0,-1.0,-8.0,3.0,,-2.75,-3.0,0.0
Saudi Arabia,Republic of Ireland,2002,0,3,3,34.0,627.0,156.0,73.0,48.0,17.0,13.0,0.0,,26.3,0.0,15.0,674.0,66.0,28.0,21.0,7.0,9.0,0.0,,27.48,0.0,0.0,19.0,-47.0,90.0,45.0,27.0,10.0,4.0,,-1.1799999999999997,0.0,0.0
Argentina,Nigeria,2002,1,0,1,3.0,784.0,70.0,34.0,23.0,5.0,10.0,0.0,,28.83,2.0,27.0,644.0,71.0,36.0,26.0,7.0,12.0,0.0,,23.92,0.0,0.0,-24.0,140.0,-1.0,-2.0,-3.0,-2.0,-2.0,,4.909999999999997,2.0,0.0
England,Sweden,2002,1,1,2,12.0,694.0,65.0,34.0,17.0,9.0,14.0,0.0,,27.16,1.0,19.0,665.0,64.0,29.0,24.0,8.0,16.0,0.0,,27.22,0.0,1.0,-7.0,29.0,1.0,5.0,-7.0,1.0,-2.0,,-0.05999999999999872,1.0,0.0
Sweden,Nigeria,2002,2,1,3,19.0,665.0,64.0,29.0,24.0,8.0,16.0,0.0,,27.22,0.0,27.0,644.0,71.0,36.0,26.0,7.0,12.0,0.0,,23.92,0.0,0.0,-8.0,21.0,-7.0,-7.0,-2.0,1.0,4.0,,3.299999999999997,0.0,0.0
Argentina,England,2002,0,1,1,3.0,784.0,70.0,34.0,23.0,5.0,10.0,0.0,,28.83,2.0,12.0,694.0,65.0,34.0,17.0,9.0,14.0,0.0,,27.16,1.0,0.0,-9.0,90.0,5.0,0.0,6.0,-4.0,-4.0,,1.6699999999999982,1.0,0.0
Sweden,Argentina,2002,1,1,2,19.0,665.0,64.0,29.0,24.0,8.0,16.0,0.0,,27.22,0.0,3.0,784.0,70.0,34.0,23.0,5.0,10.0,0.0,,28.83,2.0,0.0,16.0,-119.0,-6.0,-5.0,1.0,3.0,6.0,,-1.6099999999999994,-2.0,0.0
Nigeria,England,2002,0,0,0,27.0,644.0,71.0,36.0,26.0,7.0,12.0,0.0,,23.92,0.0,12.0,694.0,65.0,34.0,17.0,9.0,14.0,0.0,,27.16,1.0,0.0,15.0,-50.0,6.0,2.0,9.0,-2.0,-2.0,,-3.2399999999999984,-1.0,0.0
Croatia,Mexico,2002,0,1,1,21.0,655.0,50.0,37.0,14.0,7.0,17.0,0.0,,28.13,0.0,7.0,716.0,132.0,90.0,41.0,25.0,16.0,0.0,,28.99,0.0,0.0,14.0,-61.0,-82.0,-53.0,-27.0,-18.0,1.0,,-0.8599999999999994,0.0,0.0
Italy,Ecuador,2002,2,0,2,6.0,717.0,53.0,26.0,21.0,7.0,11.0,0.0,,28.15,3.0,36.0,624.0,59.0,56.0,20.0,18.0,13.0,0.0,,27.88,0.0,0.0,-30.0,93.0,-6.0,-30.0,1.0,-11.0,-2.0,,0.2699999999999996,3.0,0.0
Italy,Croatia,2002,1,2,3,6.0,717.0,53.0,26.0,21.0,7.0,11.0,0.0,,28.15,3.0,21.0,655.0,50.0,37.0,14.0,7.0,17.0,0.0,,28.13,0.0,1.0,-15.0,62.0,3.0,-11.0,7.0,0.0,-6.0,,0.019999999999999574,3.0,0.0
Mexico,Ecuador,2002,2,1,3,7.0,716.0,132.0,90.0,41.0,25.0,16.0,0.0,,28.99,0.0,36.0,624.0,59.0,56.0,20.0,18.0,13.0,0.0,,27.88,0.0,0.0,-29.0,92.0,73.0,34.0,21.0,7.0,3.0,,1.1099999999999994,0.0,0.0
Mexico,Italy,2002,1,1,2,7.0,716.0,132.0,90.0,41.0,25.0,16.0,0.0,,28.99,0.0,6.0,717.0,53.0,26.0,21.0,7.0,11.0,0.0,,28.15,3.0,0.0,1.0,-1.0,79.0,64.0,20.0,18.0,5.0,,0.8399999999999999,-3.0,0.0
Ecuador,Croatia,2002,1,0,1,36.0,624.0,59.0,56.0,20.0,18.0,13.0,0.0,,27.88,0.0,21.0,655.0,50.0,37.0,14.0,7.0,17.0,0.0,,28.13,0.0,0.0,15.0,-31.0,9.0,19.0,6.0,11.0,-4.0,,-0.25,0.0,0.0
Japan,Belgium,2002,2,2,4,32.0,634.0,86.0,49.0,24.0,13.0,15.0,1.0,,25.8,0.0,23.0,653.0,66.0,43.0,17.0,11.0,12.0,0.0,,29.45,0.0,0.0,9.0,-19.0,20.0,6.0,7.0,2.0,3.0,,-3.6499999999999986,0.0,1.0
Russia,Tunisia,2002,2,0,2,28.0,644.0,59.0,40.0,18.0,10.0,10.0,0.0,,27.8,0.0,31.0,635.0,85.0,44.0,23.0,11.0,16.0,0.0,,27.48,0.0,0.0,-3.0,9.0,-26.0,-4.0,-5.0,-1.0,-6.0,,0.3200000000000003,0.0,0.0
